DeepDriveMD-pipeline	18727-single	other	runs/DeepDriveMD-pipeline/slurm-18727-single.out	unknown
DeepDriveMD-pipeline	18738-single	other	runs/DeepDriveMD-pipeline/slurm-18738-single.out	unknown
DeepDriveMD-pipeline	18757-single	other	runs/DeepDriveMD-pipeline/slurm-18757-single.out	unknown
DeepDriveMD-pipeline	18758-single	other	runs/DeepDriveMD-pipeline/slurm-18758-single.out	unknown
DeepDriveMD-pipeline	18765-single	other	runs/DeepDriveMD-pipeline/slurm-18765-single.out	unknown
DeepDriveMD-pipeline	18772-single	other	runs/DeepDriveMD-pipeline/slurm-18772-single.out	unknown
DeepDriveMD-pipeline	18774-single	other	runs/DeepDriveMD-pipeline/slurm-18774-single.out	unknown
DeepDriveMD-pipeline	18775-4node	other	runs/DeepDriveMD-pipeline/slurm-18775-4node.out	unknown
DeepDriveMD-pipeline	18776-4node	other	runs/DeepDriveMD-pipeline/slurm-18776-4node.out	unknown
DeepDriveMD-pipeline	18778-4node	other	runs/DeepDriveMD-pipeline/slurm-18778-4node.out	unknown
DeepDriveMD-pipeline	18963-4node-profiled	other	runs/DeepDriveMD-pipeline/slurm-18963-4node-profiled.out	unknown
DeepDriveMD-pipeline	19020-4node-profiled	other	runs/DeepDriveMD-pipeline/slurm-19020-4node-profiled.out	unknown
DeepDriveMD-pipeline	19099-4node-profiled	other	runs/DeepDriveMD-pipeline/slurm-19099-4node-profiled.out	unknown
DeepDriveMD-pipeline	19215-4node-profiled	other	runs/DeepDriveMD-pipeline/slurm-19215-4node-profiled.out	unknown
DeepDriveMD-pipeline	19327-4node-profiled	other	runs/DeepDriveMD-pipeline/slurm-19327-4node-profiled.out	unknown
Montage	18803-single	other	runs/Montage/slurm-18803-single.out	unknown
Montage	18964-single	other	runs/Montage/slurm-18964-single.out	unknown
Montage	18969-4node	other	runs/Montage/slurm-18969-4node.out	unknown
Montage	19018-4node-profiled	other	runs/Montage/slurm-19018-4node-profiled.out	unknown
Montage	19055-4node-profiled	other	runs/Montage/slurm-19055-4node-profiled.out	unknown
biobb_wf_md_setup	18324-single	other	runs/biobb_wf_md_setup/slurm-18324-single.out	unknown
biobb_wf_md_setup	18330-single	other	runs/biobb_wf_md_setup/slurm-18330-single.out	unknown
biobb_wf_md_setup	18356-4node	other	runs/biobb_wf_md_setup/slurm-18356-4node.out	unknown
biobb_wf_md_setup	18381-4node	other	runs/biobb_wf_md_setup/slurm-18381-4node.out	unknown
biobb_wf_md_setup	18428	other	runs/biobb_wf_md_setup/diag/slurm-18428.out	unknown
biobb_wf_md_setup	18451-4node	other	runs/biobb_wf_md_setup/slurm-18451-4node.out	unknown
biobb_wf_md_setup	18614-4node-profiled	other	runs/biobb_wf_md_setup/slurm-18614-4node-profiled.out	unknown
biobb_wf_md_setup	18962-4node-profiled	other	runs/biobb_wf_md_setup/slurm-18962-4node-profiled.out	unknown
biobb_wf_md_setup	19081-4node-profiled	other	runs/biobb_wf_md_setup/slurm-19081-4node-profiled.out	unknown
biobb_wf_md_setup	19148-4node-profiled	other	runs/biobb_wf_md_setup/slurm-19148-4node-profiled.out	unknown
biobb_wf_md_setup	19230-4node-profiled	other	runs/biobb_wf_md_setup/slurm-19230-4node-profiled.out	unknown
chipseq	18641-single	other	runs/chipseq/slurm-18641-single.out	unknown
chipseq	18728-single	other	runs/chipseq/slurm-18728-single.out	unknown
chipseq	18737-single	other	runs/chipseq/slurm-18737-single.out	unknown
chipseq	18771-single	other	runs/chipseq/slurm-18771-single.out	unknown
chipseq	18773-single	other	runs/chipseq/slurm-18773-single.out	unknown
chipseq	18780-single	other	runs/chipseq/slurm-18780-single.out	unknown
chipseq	18968-single	other	runs/chipseq/slurm-18968-single.out	unknown
chipseq	19157-single	other	runs/chipseq/slurm-19157-single.out	unknown
chipseq	19194-single	other	runs/chipseq/slurm-19194-single.out	unknown
chipseq	19298-single	other	runs/chipseq/slurm-19298-single.out	unknown
chipseq	19543-single	other	runs/chipseq/slurm-19543-single.out	unknown
chipseq	19642-single	other	runs/chipseq/slurm-19642-single.out	unknown
chipseq	19707-single	other	runs/chipseq/slurm-19707-single.out	unknown
chipseq	19839-single	other	runs/chipseq/slurm-19839-single.out	unknown
chipseq	19971-single	other	runs/chipseq/slurm-19971-single.out	unknown
nf-core_nascent	18823-single	other	runs/nf-core_nascent/slurm-18823-single.out	unknown
nf-core_nascent	18989-single	other	runs/nf-core_nascent/slurm-18989-single.out	fail
